Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
ICDC_FinalRegression_FEv3.8.7-588-BE4.0.2-588_Part2_of_3,Chrome 96.0.4664.93,"This test suite contains 2, 5 or 10 testcases from each filter",,2021-12-14 10:24:34,2021-12-14 10:51:08,26m - 34.623s,ERROR
,,,,,,,
Test Cases/Canine_TestCases/FileFormat/TC05_Canine_Filter_FileFormat-rtf,Chrome 96.0.4664.93,,Filter,2021-12-14 10:24:35,2021-12-14 10:26:02,1m - 26.706s,ERROR
Start listener action : getTestScriptName,Chrome 96.0.4664.93,,,2021-12-14 10:24:35,2021-12-14 10:24:35,0.064s,PASSED
closeBrowser(),Chrome 96.0.4664.93,,,2021-12-14 10:24:36,2021-12-14 10:24:36,0.293s,PASSED
"ctdc.utilities.runtestcaseforKatalon.RunKatalon(""TC05_Canine_Filter_FileFormat-rtf.xlsx"")",Chrome 96.0.4664.93,,,2021-12-14 10:24:36,2021-12-14 10:25:27,50.208s,PASSED
"waitForElementPresent(findTestObject(""Canine/NavBar/Canine_Cases_Btn""), 5)",Chrome 96.0.4664.93,,,2021-12-14 10:25:27,2021-12-14 10:25:27,0.145s,PASSED
"ctdc.utilities.runtestcaseforKatalon.clickTab(""Object Repository/Canine/Canine_PopUp_Continue_Btn"")",Chrome 96.0.4664.93,,,2021-12-14 10:25:27,2021-12-14 10:25:27,0.136s,PASSED
"out.println(""Closed the popup window"")",Chrome 96.0.4664.93,,,2021-12-14 10:25:27,2021-12-14 10:25:27,0.000s,PASSED
"ctdc.utilities.runtestcaseforKatalon.clickTab(""Canine/NavBar/Canine_Cases_Btn"")",Chrome 96.0.4664.93,,,2021-12-14 10:25:27,2021-12-14 10:25:27,0.154s,PASSED
"waitForElementPresent(findTestObject(""Object Repository/Canine/Filter/FilterByFiles_Facet""), 5)",Chrome 96.0.4664.93,,,2021-12-14 10:25:27,2021-12-14 10:25:28,0.838s,PASSED
"ctdc.utilities.runtestcaseforKatalon.clickTab(""Object Repository/Canine/Filter/FilterByFiles_Facet"")",Chrome 96.0.4664.93,,,2021-12-14 10:25:28,2021-12-14 10:25:28,0.430s,PASSED
"waitForElementPresent(findTestObject(""Object Repository/Canine/Filter/FileFormat/FILEFORMAT_Ddn""), 5)",Chrome 96.0.4664.93,,,2021-12-14 10:25:28,2021-12-14 10:25:29,0.386s,PASSED
"ctdc.utilities.runtestcaseforKatalon.clickTab(""Object Repository/Canine/Filter/FileFormat/FILEFORMAT_Ddn"")",Chrome 96.0.4664.93,,,2021-12-14 10:25:29,2021-12-14 10:25:29,0.250s,PASSED
"ctdc.utilities.runtestcaseforKatalon.clickTab(""Object Repository/Canine/Filter/FileFormat/rtf_Chkbx"")",Chrome 96.0.4664.93,,,2021-12-14 10:25:29,2021-12-14 10:25:29,0.278s,PASSED
"ctdc.utilities.runtestcaseforKatalon.readStatBarCanine(""Object Repository/Canine/StatBar/Canine_StatBar-Studies"", ""Object Repository/Canine/StatBar/Canine_StatBar-Cases"", ""Object Repository/Canine/StatBar/Canine_StatBar-Samples"", ""Object Repository/Canine/StatBar/Canine_StatBar-CaseFiles"", ""Object Repository/Canine/StatBar/Canine_StatBar-StudyFiles"")",Chrome 96.0.4664.93,,,2021-12-14 10:25:29,2021-12-14 10:25:45,15.476s,PASSED
"waitForElementPresent(findTestObject(""Object Repository/Canine/CanineResults_Cases_Tab""), 5)",Chrome 96.0.4664.93,,,2021-12-14 10:25:45,2021-12-14 10:25:45,0.103s,PASSED
"ctdc.utilities.runtestcaseforKatalon.clickTab(""Object Repository/Canine/CanineResults_Cases_Tab"")",Chrome 96.0.4664.93,,,2021-12-14 10:25:45,2021-12-14 10:25:45,0.384s,PASSED
"ctdc.utilities.runtestcaseforKatalon.multiFunction(""ICDC"", G_StatBar_Cases, ""Object Repository/Canine/Canine_CasesTable"", ""Object Repository/Canine/Canine_TableHeader"", ""Object Repository/Canine/Canine_CasesTabNextBtn"", G_WebTabnameCases, G_CypherTabnameCases, G_QueryCasesTab)",Chrome 96.0.4664.93,,,2021-12-14 10:25:45,2021-12-14 10:26:02,16.771s,ERROR
,,,,,,,
Test Cases/Canine_TestCases/FileFormat/TC04_Canine_Filter_FileFormat-pdf,Chrome 96.0.4664.93,,Filter,2021-12-14 10:26:02,2021-12-14 10:27:10,1m - 7.708s,ERROR
Start listener action : getTestScriptName,Chrome 96.0.4664.93,,,2021-12-14 10:26:02,2021-12-14 10:26:02,0.003s,PASSED
closeBrowser(),Chrome 96.0.4664.93,,,2021-12-14 10:26:03,2021-12-14 10:26:03,0.576s,PASSED
"ctdc.utilities.runtestcaseforKatalon.RunKatalon(""TC04_Canine_Filter_FileFormat-pdf.xlsx"")",Chrome 96.0.4664.93,,,2021-12-14 10:26:03,2021-12-14 10:26:16,12.604s,PASSED
"waitForElementPresent(findTestObject(""Canine/NavBar/Canine_Cases_Btn""), 5)",Chrome 96.0.4664.93,,,2021-12-14 10:26:16,2021-12-14 10:26:16,0.099s,PASSED
"ctdc.utilities.runtestcaseforKatalon.clickTab(""Object Repository/Canine/Canine_PopUp_Continue_Btn"")",Chrome 96.0.4664.93,,,2021-12-14 10:26:16,2021-12-14 10:26:16,0.130s,PASSED
"out.println(""Closed the popup window"")",Chrome 96.0.4664.93,,,2021-12-14 10:26:16,2021-12-14 10:26:16,0.001s,PASSED
"ctdc.utilities.runtestcaseforKatalon.clickTab(""Canine/NavBar/Canine_Cases_Btn"")",Chrome 96.0.4664.93,,,2021-12-14 10:26:16,2021-12-14 10:26:16,0.143s,PASSED
"waitForElementPresent(findTestObject(""Object Repository/Canine/Filter/FilterByFiles_Facet""), 5)",Chrome 96.0.4664.93,,,2021-12-14 10:26:16,2021-12-14 10:26:17,0.837s,PASSED
"ctdc.utilities.runtestcaseforKatalon.clickTab(""Object Repository/Canine/Filter/FilterByFiles_Facet"")",Chrome 96.0.4664.93,,,2021-12-14 10:26:17,2021-12-14 10:26:17,0.382s,PASSED
"waitForElementPresent(findTestObject(""Object Repository/Canine/Filter/FileFormat/FILEFORMAT_Ddn""), 5)",Chrome 96.0.4664.93,,,2021-12-14 10:26:17,2021-12-14 10:26:18,0.422s,PASSED
"ctdc.utilities.runtestcaseforKatalon.clickTabCanineStat(""Object Repository/Canine/Filter/FileFormat/FILEFORMAT_Ddn"")",Chrome 96.0.4664.93,,,2021-12-14 10:26:18,2021-12-14 10:26:19,1.440s,PASSED
"ctdc.utilities.runtestcaseforKatalon.clickTabCanineStat(""Object Repository/Canine/Filter/FileFormat/pdf_Chkbx"")",Chrome 96.0.4664.93,,,2021-12-14 10:26:19,2021-12-14 10:26:21,1.319s,PASSED
"ctdc.utilities.runtestcaseforKatalon.readStatBarCanine(""Object Repository/Canine/StatBar/Canine_StatBar-Studies"", ""Object Repository/Canine/StatBar/Canine_StatBar-Cases"", ""Object Repository/Canine/StatBar/Canine_StatBar-Samples"", ""Object Repository/Canine/StatBar/Canine_StatBar-CaseFiles"", ""Object Repository/Canine/StatBar/Canine_StatBar-StudyFiles"")",Chrome 96.0.4664.93,,,2021-12-14 10:26:21,2021-12-14 10:26:36,15.663s,PASSED
"waitForElementPresent(findTestObject(""Object Repository/Canine/CanineResults_Cases_Tab""), 5)",Chrome 96.0.4664.93,,,2021-12-14 10:26:36,2021-12-14 10:26:36,0.117s,PASSED
