Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
ICDC_Smoke,Chrome 92.0.4515.159,,,2021-09-02 18:29:14,2021-09-02 21:02:07,2h - 32m - 52.851s,PASSED
,,,,,,,
Test Cases/Canine_TestCases/Breed/TC01_Canine_Filter_Breed-Akita,Chrome 92.0.4515.159,,Filter,2021-09-02 18:29:16,2021-09-02 18:30:14,58.061s,PASSED
Start listener action : getTestScriptName,Chrome 92.0.4515.159,,,2021-09-02 18:29:16,2021-09-02 18:29:16,0.075s,PASSED
closeBrowser(),Chrome 92.0.4515.159,,,2021-09-02 18:29:17,2021-09-02 18:29:17,0.338s,PASSED
"ctdc.utilities.runtestcaseforKatalon.RunKatalon(""TC01_Canine_Filter_Breed-Akita.xlsx"")",Chrome 92.0.4515.159,,,2021-09-02 18:29:17,2021-09-02 18:29:30,13.538s,PASSED
"waitForElementPresent(findTestObject(""Canine/NavBar/Canine_Cases_Btn""), 5)",Chrome 92.0.4515.159,,,2021-09-02 18:29:30,2021-09-02 18:29:31,0.189s,PASSED
"ctdc.utilities.runtestcaseforKatalon.clickTab(""Canine/NavBar/Canine_Cases_Btn"")",Chrome 92.0.4515.159,,,2021-09-02 18:29:31,2021-09-02 18:29:31,0.232s,PASSED
"waitForElementPresent(findTestObject(""Bento/Cases_page/Filter/FilterByCases_Facet""), 5)",Chrome 92.0.4515.159,,,2021-09-02 18:29:31,2021-09-02 18:29:33,2.212s,PASSED
"ctdc.utilities.runtestcaseforKatalon.clickTab(""Bento/Cases_page/Filter/FilterByCases_Facet"")",Chrome 92.0.4515.159,,,2021-09-02 18:29:33,2021-09-02 18:29:34,0.872s,PASSED
"waitForElementPresent(findTestObject(""Object Repository/Canine/Filter/Breed/BREED_Ddn""), 5)",Chrome 92.0.4515.159,,,2021-09-02 18:29:34,2021-09-02 18:29:34,0.458s,PASSED
"ctdc.utilities.runtestcaseforKatalon.clickTabCanineStat(""Object Repository/Canine/Filter/Breed/BREED_Ddn"")",Chrome 92.0.4515.159,,,2021-09-02 18:29:34,2021-09-02 18:29:36,1.641s,PASSED
"ctdc.utilities.runtestcaseforKatalon.clickTabCanineStat(""Object Repository/Canine/Filter/Breed/Akita_Chkbx"")",Chrome 92.0.4515.159,,,2021-09-02 18:29:36,2021-09-02 18:29:38,2.443s,PASSED
"ctdc.utilities.runtestcaseforKatalon.readStatBarCanine(""Object Repository/Canine/StatBar/Canine_StatBar-Studies"", ""Object Repository/Canine/StatBar/Canine_StatBar-Cases"", ""Object Repository/Canine/StatBar/Canine_StatBar-Samples"", ""Object Repository/Canine/StatBar/Canine_StatBar-Files"", ""Object Repository/Canine/StatBar/Canine_StatBar-Aliquots"")",Chrome 92.0.4515.159,,,2021-09-02 18:29:38,2021-09-02 18:29:54,15.728s,PASSED
"waitForElementPresent(findTestObject(""Object Repository/Canine/CanineResults_Cases_Tab""), 5)",Chrome 92.0.4515.159,,,2021-09-02 18:29:54,2021-09-02 18:29:55,0.373s,PASSED
"ctdc.utilities.runtestcaseforKatalon.clickTab(""Object Repository/Canine/CanineResults_Cases_Tab"")",Chrome 92.0.4515.159,,,2021-09-02 18:29:55,2021-09-02 18:29:55,0.793s,PASSED
