Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
OSA01,Chrome 99.0.4844.84,,,2022-04-05 06:37:14,2022-04-05 07:23:05,45m - 50.848s,PASSED
,,,,,,,
Test Cases/Canine_TestCases/StudyCombinations/Study-Combinations-OSA01/TC03_Canine_StudyOSA01-Breed_Sex_Male,Chrome 99.0.4844.84,"This test case automates the following work flow:
1. Clicking on the Cases Button in Integrated Canine Data Commons (ICDC) application.
2. Clicking the Study dropdown
3. Selecting the desired Study by selecting the checkbox
4. Comparing the results displayed in UI with the results queried from Neo4j database for the seleted dataset.
",Filter,2022-04-05 06:37:16,2022-04-05 06:39:36,2m - 20.186s,PASSED
Start listener action : getTestScriptName,Chrome 99.0.4844.84,,,2022-04-05 06:37:16,2022-04-05 06:37:16,0.245s,PASSED
closeBrowser(),Chrome 99.0.4844.84,"Opens the browser of choice: Chrome, Firefox or Edge",,2022-04-05 06:37:17,2022-04-05 06:37:17,0.688s,PASSED
"""Driver opened by Katalon is used in Selenium from this step.""",Chrome 99.0.4844.84,,,2022-04-05 06:37:17,2022-04-05 06:37:17,0.000s,PASSED
"ctdc.utilities.runtestcaseforKatalon.RunKatalon(""TC03_Canine_StudyOSA01-Breed_Sex_Male.xlsx"")",Chrome 99.0.4844.84,"This step takes the Query from input excel and fetches data from Neo4j database. 
Saves the results from neo4j and application in the same name mentioned in the input excel. ",,2022-04-05 06:37:17,2022-04-05 06:38:01,43.460s,PASSED
"waitForElementPresent(findTestObject(""Canine/NavBar/Canine_Cases_Btn""), 20)",Chrome 99.0.4844.84,"Clicks on the ""Continue"" button in ICDC's homepage.",,2022-04-05 06:38:01,2022-04-05 06:38:01,0.162s,PASSED
"ctdc.utilities.runtestcaseforKatalon.clickTab(""Object Repository/Canine/Canine_PopUp_Continue_Btn"")",Chrome 99.0.4844.84,,,2022-04-05 06:38:01,2022-04-05 06:38:01,0.278s,PASSED
"out.println(""Closed the popup window"")",Chrome 99.0.4844.84,,,2022-04-05 06:38:01,2022-04-05 06:38:01,0.002s,PASSED
"waitForElementPresent(findTestObject(""Canine/NavBar/Canine_Cases_Btn""), 20)",Chrome 99.0.4844.84,Clicks on the Explore button in the Navbar of ICDC's homepage.,,2022-04-05 06:38:01,2022-04-05 06:38:02,0.230s,PASSED
