Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
ICDC_Filters_Regression,Chrome 91.0.4472.164,"This suite contains; Diagnosis, FileAssociation, FileFormat, FileType, NeuteredStatus, PrimeDiseaseSite Testcases",,2021-07-27 18:52:05,2021-07-27 22:42:50,3h - 50m - 44.934s,PASSED
,,,,,,,
Test Cases/Canine_TestCases/Diagnosis/TC01_Canine_Filter_Diagnosis-BCellLymphoma,Chrome 91.0.4472.164,,Filter,2021-07-27 18:52:07,2021-07-27 18:55:00,2m - 52.286s,PASSED
Start listener action : getTestScriptName,Chrome 91.0.4472.164,,,2021-07-27 18:52:07,2021-07-27 18:52:07,0.059s,PASSED
closeBrowser(),Chrome 91.0.4472.164,,,2021-07-27 18:52:08,2021-07-27 18:52:09,0.349s,PASSED
"ctdc.utilities.runtestcaseforKatalon.RunKatalon(""TC01_Canine_Filter_Diagnosis-BCellLymphoma.xlsx"")",Chrome 91.0.4472.164,,,2021-07-27 18:52:09,2021-07-27 18:52:22,13.625s,PASSED
"waitForElementPresent(findTestObject(""Canine/NavBar/Canine_Cases_Btn""), 5)",Chrome 91.0.4472.164,,,2021-07-27 18:52:22,2021-07-27 18:52:22,0.132s,PASSED
"ctdc.utilities.runtestcaseforKatalon.clickTab(""Canine/NavBar/Canine_Cases_Btn"")",Chrome 91.0.4472.164,,,2021-07-27 18:52:22,2021-07-27 18:52:22,0.170s,PASSED
"click(findTestObject(""Bento/Cases_page/Filter/FilterByCases_Facet""))",Chrome 91.0.4472.164,,,2021-07-27 18:52:22,2021-07-27 18:52:24,1.449s,PASSED
"waitForElementPresent(findTestObject(""Object Repository/Canine/Filter/Diagnosis/DIAGNOSIS_Ddn""), 5)",Chrome 91.0.4472.164,,,2021-07-27 18:52:24,2021-07-27 18:52:24,0.406s,PASSED
"ctdc.utilities.runtestcaseforKatalon.clickTabCanineStat(""Object Repository/Canine/Filter/Diagnosis/DIAGNOSIS_Ddn"")",Chrome 91.0.4472.164,,,2021-07-27 18:52:24,2021-07-27 18:52:26,1.546s,PASSED
"ctdc.utilities.runtestcaseforKatalon.clickTabCanineStat(""Canine/Filter/Diagnosis/BCellLymphoma_Chkbx"")",Chrome 91.0.4472.164,,,2021-07-27 18:52:26,2021-07-27 18:52:27,1.394s,PASSED
"ctdc.utilities.runtestcaseforKatalon.readStatBarCanine(""Object Repository/Canine/StatBar/Canine_StatBar-Studies"", ""Object Repository/Canine/StatBar/Canine_StatBar-Cases"", ""Object Repository/Canine/StatBar/Canine_StatBar-Samples"", ""Object Repository/Canine/StatBar/Canine_StatBar-Files"", ""Object Repository/Canine/StatBar/Canine_StatBar-Aliquots"")",Chrome 91.0.4472.164,,,2021-07-27 18:52:27,2021-07-27 18:52:43,15.355s,PASSED
"waitForElementPresent(findTestObject(""Object Repository/Canine/CanineResults_Cases_Tab""), 5)",Chrome 91.0.4472.164,,,2021-07-27 18:52:43,2021-07-27 18:52:43,0.074s,PASSED
"ctdc.utilities.runtestcaseforKatalon.clickTab(""Object Repository/Canine/CanineResults_Cases_Tab"")",Chrome 91.0.4472.164,,,2021-07-27 18:52:43,2021-07-27 18:52:43,0.228s,PASSED
"ctdc.utilities.runtestcaseforKatalon.multiFunction(""ICDC"", G_StatBar_Cases, ""Object Repository/Canine/Canine_CasesTable"", ""Object Repository/Canine/Canine_TableHeader"", ""Object Repository/Canine/Canine_CasesTabNextBtn"", G_WebTabnameCases, G_CypherTabnameCases, G_QueryCasesTab)",Chrome 91.0.4472.164,,,2021-07-27 18:52:43,2021-07-27 18:53:12,28.623s,PASSED
"waitForElementPresent(findTestObject(""Object Repository/Canine/CanineResults_Samples_Tab""), 5)",Chrome 91.0.4472.164,,,2021-07-27 18:53:12,2021-07-27 18:53:12,0.150s,PASSED
"ctdc.utilities.runtestcaseforKatalon.clickTab(""Object Repository/Canine/CanineResults_Samples_Tab"")",Chrome 91.0.4472.164,,,2021-07-27 18:53:12,2021-07-27 18:53:12,0.274s,PASSED
