Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
BentoQA_TestSuite,Chrome 92.0.4515.107,,,2021-07-26 17:25:51,2021-07-26 17:50:54,25m - 3.603s,FAILED
,,,,,,,
Test Cases/Bento_TestCases/Diagnosis/TC01_Bento_Filter_Diagnosis-Adenocarcinoma,Chrome 92.0.4515.107,,Filter,2021-07-26 17:25:52,2021-07-26 17:28:22,2m - 30.171s,PASSED
Start listener action : getTestScriptName,Chrome 92.0.4515.107,,,2021-07-26 17:25:52,2021-07-26 17:25:52,0.056s,PASSED
closeBrowser(),Chrome 92.0.4515.107,,,2021-07-26 17:25:53,2021-07-26 17:25:53,0.232s,PASSED
"ctdc.utilities.runtestcaseforKatalon.RunKatalon(""TC01_Bento_Filter_Diagnosis-Adenocarcinoma.xlsx"")",Chrome 92.0.4515.107,,,2021-07-26 17:25:53,2021-07-26 17:26:28,35.182s,PASSED
"waitForElementClickable(findTestObject(""Object Repository/Bento/NavBar/Bento_Cases-Btn""), 5)",Chrome 92.0.4515.107,,,2021-07-26 17:26:28,2021-07-26 17:26:29,0.245s,PASSED
"ctdc.utilities.runtestcaseforKatalon.clickTab(""Object Repository/Bento/NavBar/Bento_Cases-Btn"")",Chrome 92.0.4515.107,,,2021-07-26 17:26:29,2021-07-26 17:26:29,0.127s,PASSED
"waitForElementClickable(findTestObject(""Bento/Cases_page/Filter/FilterByCases_Facet""), 5)",Chrome 92.0.4515.107,,,2021-07-26 17:26:29,2021-07-26 17:26:29,0.749s,PASSED
"ctdc.utilities.runtestcaseforKatalon.clickTab(""Bento/Cases_page/Filter/FilterByCases_Facet"")",Chrome 92.0.4515.107,,,2021-07-26 17:26:29,2021-07-26 17:26:30,0.127s,PASSED
"waitForElementClickable(findTestObject(""Bento/Cases_page/Filter/Diagnosis/DIAGNOSIS_Ddn""), 5)",Chrome 92.0.4515.107,,,2021-07-26 17:26:30,2021-07-26 17:26:30,0.104s,PASSED
