Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
BentoDev_TestSuite,Chrome 87.0.4280.88,,,2021-01-06 17:08:02,2021-01-06 17:48:41,40m - 39.844s,PASSED
,,,,,,,
Test Cases/Bento_TestCases/MultipleFilters/TC01_Bento_MultiFilter_Diagnosis-Recurrence-TumorSize-Chemo_1,Chrome 87.0.4280.88,,Filter,2021-01-06 17:08:03,2021-01-06 17:16:31,8m - 28.235s,PASSED
closeBrowser(),Chrome 87.0.4280.88,,,2021-01-06 17:08:07,2021-01-06 17:08:08,1.606s,PASSED
"openBrowser("""")",Chrome 87.0.4280.88,,,2021-01-06 17:08:08,2021-01-06 17:08:20,11.870s,PASSED
maximizeWindow(),Chrome 87.0.4280.88,,,2021-01-06 17:08:20,2021-01-06 17:08:20,0.236s,PASSED
"ctdc.utilities.runtestcaseforKatalon.testSetup("""")",Chrome 87.0.4280.88,,,2021-01-06 17:08:20,2021-01-06 17:08:20,0.077s,PASSED
"ctdc.utilities.runtestcaseforKatalon.RunKatalon(""TC01_Bento_MultiFilter_Diagnosis-Recurrence-TumorSize-Chemo_1.xlsx"")",Chrome 87.0.4280.88,,,2021-01-06 17:08:20,2021-01-06 17:08:41,20.232s,PASSED
"click(findTestObject(""Bento/NavBar/Bento_Cases-Btn""))",Chrome 87.0.4280.88,,,2021-01-06 17:08:41,2021-01-06 17:08:47,6.422s,PASSED
"click(findTestObject(""Object Repository/Bento/Filter/FilterByCases_Facet""))",Chrome 87.0.4280.88,,,2021-01-06 17:08:47,2021-01-06 17:08:58,10.865s,PASSED
"waitForElementVisible(findTestObject(""Bento/Filter/Diagnosis/DIAGNOSIS_Ddn""), 3)",Chrome 87.0.4280.88,,,2021-01-06 17:08:58,2021-01-06 17:08:59,1.319s,PASSED
"ctdc.utilities.runtestcaseforKatalon.clickTab(""Bento/Filter/Diagnosis/DIAGNOSIS_Ddn"")",Chrome 87.0.4280.88,,,2021-01-06 17:08:59,2021-01-06 17:09:00,1.047s,PASSED
"ctdc.utilities.runtestcaseforKatalon.clickTab(""Bento/Filter/Diagnosis/MedullaryCarcinoma_Chkbx"")",Chrome 87.0.4280.88,,,2021-01-06 17:09:00,2021-01-06 17:09:02,1.732s,PASSED
"waitForElementVisible(findTestObject(""Object Repository/Bento/Filter/Recurrence Score/RecurrScore_Ddn""), 3)",Chrome 87.0.4280.88,,,2021-01-06 17:09:02,2021-01-06 17:09:03,0.999s,PASSED
"ctdc.utilities.runtestcaseforKatalon.clickTab(""Object Repository/Bento/Filter/Recurrence Score/RecurrScore_Ddn"")",Chrome 87.0.4280.88,,,2021-01-06 17:09:03,2021-01-06 17:09:08,4.612s,PASSED
"ctdc.utilities.runtestcaseforKatalon.clickTab(""Object Repository/Bento/Filter/Recurrence Score/16_to_20_Chkbx"")",Chrome 87.0.4280.88,,,2021-01-06 17:09:08,2021-01-06 17:09:09,0.982s,PASSED
"waitForElementVisible(findTestObject(""Object Repository/Bento/Filter/TumorSize/TumorSize_Ddn""), 3)",Chrome 87.0.4280.88,,,2021-01-06 17:09:09,2021-01-06 17:09:12,3.886s,PASSED
"ctdc.utilities.runtestcaseforKatalon.clickTab(""Object Repository/Bento/Filter/TumorSize/TumorSize_Ddn"")",Chrome 87.0.4280.88,,,2021-01-06 17:09:12,2021-01-06 17:09:14,1.142s,PASSED
"ctdc.utilities.runtestcaseforKatalon.clickTab(""Object Repository/Bento/Filter/TumorSize/2_to_3_Chkbx"")",Chrome 87.0.4280.88,,,2021-01-06 17:09:14,2021-01-06 17:09:15,0.938s,PASSED
"waitForElementVisible(findTestObject(""Object Repository/Bento/Filter/Chemotherapy/Chemotherapy_Ddn""), 3)",Chrome 87.0.4280.88,,,2021-01-06 17:09:15,2021-01-06 17:09:19,4.617s,PASSED
"ctdc.utilities.runtestcaseforKatalon.clickTab(""Object Repository/Bento/Filter/Chemotherapy/Chemotherapy_Ddn"")",Chrome 87.0.4280.88,,,2021-01-06 17:09:19,2021-01-06 17:09:21,1.729s,PASSED
"ctdc.utilities.runtestcaseforKatalon.clickTab(""Object Repository/Bento/Filter/Chemotherapy/FEC3WkCycle_Chkbx"")",Chrome 87.0.4280.88,,,2021-01-06 17:09:21,2021-01-06 17:09:22,1.272s,PASSED
"ctdc.utilities.runtestcaseforKatalon.readStatBarBento(""Object Repository/Bento/StatBar/Bento_StatBar-Programs"", ""Object Repository/Bento/StatBar/Bento_StatBar-Arms"", ""Object Repository/Bento/StatBar/Bento_StatBar-Cases"", ""Object Repository/Bento/StatBar/Bento_StatBar-Samples"", ""Object Repository/Bento/StatBar/Bento_StatBar-Assays"", ""Object Repository/Bento/StatBar/Bento_StatBar-Files"")",Chrome 87.0.4280.88,,,2021-01-06 17:09:22,2021-01-06 17:09:29,7.112s,PASSED
"waitForElementPresent(findTestObject(""Bento/BentoResults_Cases_Tab""), 5)",Chrome 87.0.4280.88,,,2021-01-06 17:09:29,2021-01-06 17:09:30,0.486s,PASSED
"ctdc.utilities.runtestcaseforKatalon.clickTab(""Bento/BentoResults_Cases_Tab"")",Chrome 87.0.4280.88,,,2021-01-06 17:09:30,2021-01-06 17:09:31,1.350s,PASSED
"ctdc.utilities.runtestcaseforKatalon.multiFunction(G_StatBar_Cases, ""Object Repository/Bento/Bento_CasesTable"", ""Object Repository/Bento/Bento_CasesTableHeader"", ""Object Repository/Bento/Bento_CasesTabNextBtn"", G_WebTabnameCases, G_CypherTabnameCases, G_QueryCasesTab)",Chrome 87.0.4280.88,,,2021-01-06 17:09:31,2021-01-06 17:10:49,1m - 17.640s,PASSED
"waitForElementPresent(findTestObject(""Bento/BentoResults_Samples_Tab""), 5)",Chrome 87.0.4280.88,,,2021-01-06 17:10:49,2021-01-06 17:10:49,0.556s,PASSED
"ctdc.utilities.runtestcaseforKatalon.clickTab(""Object Repository/Bento/BentoResults_Samples_Tab"")",Chrome 87.0.4280.88,,,2021-01-06 17:10:49,2021-01-06 17:10:51,1.758s,PASSED
"ctdc.utilities.runtestcaseforKatalon.multiFunction(G_StatBar_Samples, ""Object Repository/Bento/Bento_SamplesTable"", ""Object Repository/Bento/Bento_SamplesTableHeader"", ""Object Repository/Bento/Bento_SamplesTabNextBtn"", G_WebTabnameSamples, G_CypherTabnameSamples, G_QuerySamplesTab)",Chrome 87.0.4280.88,,,2021-01-06 17:10:51,2021-01-06 17:12:38,1m - 47.410s,PASSED
"waitForElementPresent(findTestObject(""Bento/BentoResults_Files_Tab""), 5)",Chrome 87.0.4280.88,,,2021-01-06 17:12:38,2021-01-06 17:12:39,0.605s,PASSED
"ctdc.utilities.runtestcaseforKatalon.clickTab(""Object Repository/Bento/BentoResults_Files_Tab"")",Chrome 87.0.4280.88,,,2021-01-06 17:12:39,2021-01-06 17:12:41,1.442s,PASSED
"ctdc.utilities.runtestcaseforKatalon.multiFunction(G_StatBar_Files, ""Object Repository/Bento/Bento_FilesTable"", ""Object Repository/Bento/Bento_FilesTableHeader"", ""Object Repository/Bento/Bento_FilesTabNextBtn"", G_WebTabnameFiles, G_CypherTabnameFiles, G_QueryFilesTab)",Chrome 87.0.4280.88,,,2021-01-06 17:12:41,2021-01-06 17:16:31,3m - 50.524s,PASSED
,,,,,,,
Test Cases/Bento_TestCases/MultipleFilters/TC02_Bento_MultiFilter_Diagnosis-Recurrence-TumorSize-Chemo_2,Chrome 87.0.4280.88,,Filter,2021-01-06 17:16:31,2021-01-06 17:22:23,5m - 52.134s,PASSED
closeBrowser(),Chrome 87.0.4280.88,,,2021-01-06 17:16:35,2021-01-06 17:16:37,1.938s,PASSED
"openBrowser("""")",Chrome 87.0.4280.88,,,2021-01-06 17:16:37,2021-01-06 17:16:41,4.184s,PASSED
maximizeWindow(),Chrome 87.0.4280.88,,,2021-01-06 17:16:41,2021-01-06 17:16:41,0.219s,PASSED
"ctdc.utilities.runtestcaseforKatalon.testSetup("""")",Chrome 87.0.4280.88,,,2021-01-06 17:16:41,2021-01-06 17:16:41,0.002s,PASSED
"ctdc.utilities.runtestcaseforKatalon.RunKatalon(""TC02_Bento_MultiFilter_Diagnosis-Recurrence-TumorSize-Chemo_2.xlsx"")",Chrome 87.0.4280.88,,,2021-01-06 17:16:41,2021-01-06 17:16:52,11.435s,PASSED
"click(findTestObject(""Bento/NavBar/Bento_Cases-Btn""))",Chrome 87.0.4280.88,,,2021-01-06 17:16:52,2021-01-06 17:16:58,5.803s,PASSED
"click(findTestObject(""Object Repository/Bento/Filter/FilterByCases_Facet""))",Chrome 87.0.4280.88,,,2021-01-06 17:16:58,2021-01-06 17:17:07,9.123s,PASSED
"waitForElementVisible(findTestObject(""Bento/Filter/Diagnosis/DIAGNOSIS_Ddn""), 3)",Chrome 87.0.4280.88,,,2021-01-06 17:17:07,2021-01-06 17:17:08,0.713s,PASSED
"ctdc.utilities.runtestcaseforKatalon.clickTab(""Bento/Filter/Diagnosis/DIAGNOSIS_Ddn"")",Chrome 87.0.4280.88,,,2021-01-06 17:17:08,2021-01-06 17:17:09,0.799s,PASSED
"ctdc.utilities.runtestcaseforKatalon.clickTab(""Bento/Filter/Diagnosis/MedullaryCarcinoma_Chkbx"")",Chrome 87.0.4280.88,,,2021-01-06 17:17:09,2021-01-06 17:17:10,1.131s,PASSED
"waitForElementVisible(findTestObject(""Object Repository/Bento/Filter/Recurrence Score/RecurrScore_Ddn""), 3)",Chrome 87.0.4280.88,,,2021-01-06 17:17:10,2021-01-06 17:17:13,2.590s,PASSED
"ctdc.utilities.runtestcaseforKatalon.clickTab(""Object Repository/Bento/Filter/Recurrence Score/RecurrScore_Ddn"")",Chrome 87.0.4280.88,,,2021-01-06 17:17:13,2021-01-06 17:17:15,2.517s,PASSED
"ctdc.utilities.runtestcaseforKatalon.clickTab(""Object Repository/Bento/Filter/Recurrence Score/16_to_20_Chkbx"")",Chrome 87.0.4280.88,,,2021-01-06 17:17:15,2021-01-06 17:17:16,0.918s,PASSED
"waitForElementVisible(findTestObject(""Object Repository/Bento/Filter/TumorSize/TumorSize_Ddn""), 3)",Chrome 87.0.4280.88,,,2021-01-06 17:17:16,2021-01-06 17:17:20,3.695s,PASSED
"ctdc.utilities.runtestcaseforKatalon.clickTab(""Object Repository/Bento/Filter/TumorSize/TumorSize_Ddn"")",Chrome 87.0.4280.88,,,2021-01-06 17:17:20,2021-01-06 17:17:21,1.170s,PASSED
"ctdc.utilities.runtestcaseforKatalon.clickTab(""Object Repository/Bento/Filter/TumorSize/2_to_3_Chkbx"")",Chrome 87.0.4280.88,,,2021-01-06 17:17:21,2021-01-06 17:17:22,0.926s,PASSED
"waitForElementVisible(findTestObject(""Object Repository/Bento/Filter/Chemotherapy/Chemotherapy_Ddn""), 3)",Chrome 87.0.4280.88,,,2021-01-06 17:17:22,2021-01-06 17:17:25,3.320s,PASSED
"ctdc.utilities.runtestcaseforKatalon.clickTab(""Object Repository/Bento/Filter/Chemotherapy/Chemotherapy_Ddn"")",Chrome 87.0.4280.88,,,2021-01-06 17:17:25,2021-01-06 17:17:26,1.032s,PASSED
"ctdc.utilities.runtestcaseforKatalon.clickTab(""Object Repository/Bento/Filter/Chemotherapy/IVCMF-3WkCycle_Chkbx"")",Chrome 87.0.4280.88,,,2021-01-06 17:17:26,2021-01-06 17:17:27,0.899s,PASSED
"ctdc.utilities.runtestcaseforKatalon.readStatBarBento(""Object Repository/Bento/StatBar/Bento_StatBar-Programs"", ""Object Repository/Bento/StatBar/Bento_StatBar-Arms"", ""Object Repository/Bento/StatBar/Bento_StatBar-Cases"", ""Object Repository/Bento/StatBar/Bento_StatBar-Samples"", ""Object Repository/Bento/StatBar/Bento_StatBar-Assays"", ""Object Repository/Bento/StatBar/Bento_StatBar-Files"")",Chrome 87.0.4280.88,,,2021-01-06 17:17:27,2021-01-06 17:17:34,6.894s,PASSED
