Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Bento_Partial_Regression,Chrome 99.0.4844.74,,,2022-03-21 22:58:51,2022-03-22 00:17:02,1h - 18m - 11.710s,PASSED
,,,,,,,
Test Cases/Bento_TestCases/Chemotherapy/TC03_Bento_Filter_Chemo-FEC3WkCycles,Chrome 99.0.4844.74,,Filter,2022-03-21 22:58:53,2022-03-21 23:00:00,1m - 7.367s,PASSED
Start listener action : getTestScriptName,Chrome 99.0.4844.74,,,2022-03-21 22:58:53,2022-03-21 22:58:53,0.068s,PASSED
closeBrowser(),Chrome 99.0.4844.74,,,2022-03-21 22:58:54,2022-03-21 22:58:54,0.271s,PASSED
"ctdc.utilities.runtestcaseforKatalon.RunKatalon(""TC03_Bento_Filter_Chemo-FEC3WkCycles.xlsx"")",Chrome 99.0.4844.74,,,2022-03-21 22:58:54,2022-03-21 22:59:19,25.259s,PASSED
"waitForElementClickable(findTestObject(""Object Repository/Bento/NavBar/Bento_Cases-Btn""), 5)",Chrome 99.0.4844.74,,,2022-03-21 22:59:19,2022-03-21 22:59:19,0.271s,PASSED
"ctdc.utilities.runtestcaseforKatalon.clickTab(""Object Repository/Bento/NavBar/Bento_Cases-Btn"")",Chrome 99.0.4844.74,,,2022-03-21 22:59:19,2022-03-21 22:59:20,0.175s,PASSED
"waitForElementClickable(findTestObject(""Bento/Cases_page/Filter/Chemotherapy/Chemotherapy_Ddn""), 5)",Chrome 99.0.4844.74,,,2022-03-21 22:59:20,2022-03-21 22:59:20,0.714s,PASSED
"ctdc.utilities.runtestcaseforKatalon.clickTab(""Bento/Cases_page/Filter/Chemotherapy/Chemotherapy_Ddn"")",Chrome 99.0.4844.74,,,2022-03-21 22:59:20,2022-03-21 22:59:20,0.168s,PASSED
"ctdc.utilities.runtestcaseforKatalon.clickTab(""Object Repository/Bento/Cases_page/Filter/Chemotherapy/FEC3WkCycle_Chkbx"")",Chrome 99.0.4844.74,,,2022-03-21 22:59:20,2022-03-21 22:59:21,0.263s,PASSED
"ctdc.utilities.runtestcaseforKatalon.clickTab(""Object Repository/Bento/Cases_page/Filter/Chemotherapy/Chemotherapy_Ddn"")",Chrome 99.0.4844.74,,,2022-03-21 22:59:21,2022-03-21 22:59:21,0.378s,PASSED
"ctdc.utilities.runtestcaseforKatalon.readStatBarBento(""Object Repository/Bento/StatBar/Bento_StatBar-Programs"", ""Object Repository/Bento/StatBar/Bento_StatBar-Arms"", ""Object Repository/Bento/StatBar/Bento_StatBar-Cases"", ""Object Repository/Bento/StatBar/Bento_StatBar-Samples"", ""Object Repository/Bento/StatBar/Bento_StatBar-Assays"", ""Object Repository/Bento/StatBar/Bento_StatBar-Files"")",Chrome 99.0.4844.74,,,2022-03-21 22:59:21,2022-03-21 22:59:30,8.671s,PASSED
"waitForElementPresent(findTestObject(""Object Repository/Bento/Cases_page/BentoResults_Cases_Tab""), 5)",Chrome 99.0.4844.74,,,2022-03-21 22:59:30,2022-03-21 22:59:30,0.159s,PASSED
"ctdc.utilities.runtestcaseforKatalon.clickTab(""Object Repository/Bento/Cases_page/BentoResults_Cases_Tab"")",Chrome 99.0.4844.74,,,2022-03-21 22:59:30,2022-03-21 22:59:30,0.326s,PASSED
"ctdc.utilities.runtestcaseforKatalon.multiFunction(""Bento"", G_StatBar_Cases, ""Object Repository/Bento/Cases_page/Bento_CasesTable"", ""Object Repository/Bento/Cases_page/Bento_CasesTableHeader"", ""Object Repository/Bento/Cases_page/Bento_CasesTabNextBtn"", G_WebTabnameCases, G_CypherTabnameCases, G_QueryCasesTab)",Chrome 99.0.4844.74,,,2022-03-21 22:59:30,2022-03-21 22:59:59,29.133s,PASSED
closeBrowser(),Chrome 99.0.4844.74,,,2022-03-21 22:59:59,2022-03-21 23:00:00,0.723s,PASSED
,,,,,,,
Test Cases/Bento_TestCases/Chemotherapy/TC04_Bento_Filter_Chemo-IV_CMF,Chrome 99.0.4844.74,,Filter,2022-03-21 23:00:00,2022-03-21 23:00:41,40.720s,PASSED
Start listener action : getTestScriptName,Chrome 99.0.4844.74,,,2022-03-21 23:00:00,2022-03-21 23:00:00,0.004s,PASSED
closeBrowser(),Chrome 99.0.4844.74,,,2022-03-21 23:00:01,2022-03-21 23:00:01,0.005s,PASSED
"ctdc.utilities.runtestcaseforKatalon.RunKatalon(""TC04_Bento_Filter_Chemo-IV_CMF.xlsx"")",Chrome 99.0.4844.74,,,2022-03-21 23:00:01,2022-03-21 23:00:24,22.884s,PASSED
"waitForElementClickable(findTestObject(""Object Repository/Bento/NavBar/Bento_Cases-Btn""), 5)",Chrome 99.0.4844.74,,,2022-03-21 23:00:24,2022-03-21 23:00:24,0.111s,PASSED
"ctdc.utilities.runtestcaseforKatalon.clickTab(""Object Repository/Bento/NavBar/Bento_Cases-Btn"")",Chrome 99.0.4844.74,,,2022-03-21 23:00:24,2022-03-21 23:00:24,0.149s,PASSED
"waitForElementClickable(findTestObject(""Bento/Cases_page/Filter/Chemotherapy/Chemotherapy_Ddn""), 5)",Chrome 99.0.4844.74,,,2022-03-21 23:00:24,2022-03-21 23:00:25,0.805s,PASSED
"ctdc.utilities.runtestcaseforKatalon.clickTab(""Bento/Cases_page/Filter/Chemotherapy/Chemotherapy_Ddn"")",Chrome 99.0.4844.74,,,2022-03-21 23:00:25,2022-03-21 23:00:25,0.200s,PASSED
"ctdc.utilities.runtestcaseforKatalon.clickTab(""Object Repository/Bento/Cases_page/Filter/Chemotherapy/IVCMF-3WkCycle_Chkbx"")",Chrome 99.0.4844.74,,,2022-03-21 23:00:25,2022-03-21 23:00:25,0.253s,PASSED
"ctdc.utilities.runtestcaseforKatalon.clickTab(""Object Repository/Bento/Cases_page/Filter/Chemotherapy/Chemotherapy_Ddn"")",Chrome 99.0.4844.74,,,2022-03-21 23:00:25,2022-03-21 23:00:26,0.773s,PASSED
"ctdc.utilities.runtestcaseforKatalon.readStatBarBento(""Object Repository/Bento/StatBar/Bento_StatBar-Programs"", ""Object Repository/Bento/StatBar/Bento_StatBar-Arms"", ""Object Repository/Bento/StatBar/Bento_StatBar-Cases"", ""Object Repository/Bento/StatBar/Bento_StatBar-Samples"", ""Object Repository/Bento/StatBar/Bento_StatBar-Assays"", ""Object Repository/Bento/StatBar/Bento_StatBar-Files"")",Chrome 99.0.4844.74,,,2022-03-21 23:00:26,2022-03-21 23:00:34,8.613s,PASSED
"ctdc.utilities.ReadExcel.Neo4j(G_CypherTabnameCases, G_QueryCasesTab)",Chrome 99.0.4844.74,,,2022-03-21 23:00:34,2022-03-21 23:00:40,5.701s,PASSED
"ctdc.utilities.runtestcaseforKatalon.validateStatBar(""Bento"")",Chrome 99.0.4844.74,,,2022-03-21 23:00:40,2022-03-21 23:00:40,0.055s,PASSED
closeBrowser(),Chrome 99.0.4844.74,,,2022-03-21 23:00:40,2022-03-21 23:00:41,0.712s,PASSED
,,,,,,,
Test Cases/Bento_TestCases/Chemotherapy/TC05_Bento_Filter_Chemo-None,Chrome 99.0.4844.74,,Filter,2022-03-21 23:00:41,2022-03-21 23:12:54,12m - 12.854s,PASSED
Start listener action : getTestScriptName,Chrome 99.0.4844.74,,,2022-03-21 23:00:41,2022-03-21 23:00:41,0.002s,PASSED
closeBrowser(),Chrome 99.0.4844.74,,,2022-03-21 23:00:41,2022-03-21 23:00:41,0.005s,PASSED
"ctdc.utilities.runtestcaseforKatalon.RunKatalon(""TC05_Bento_Filter_Chemo-None.xlsx"")",Chrome 99.0.4844.74,,,2022-03-21 23:00:41,2022-03-21 23:01:03,21.904s,PASSED
"waitForElementClickable(findTestObject(""Object Repository/Bento/NavBar/Bento_Cases-Btn""), 5)",Chrome 99.0.4844.74,,,2022-03-21 23:01:03,2022-03-21 23:01:03,0.099s,PASSED
"ctdc.utilities.runtestcaseforKatalon.clickTab(""Object Repository/Bento/NavBar/Bento_Cases-Btn"")",Chrome 99.0.4844.74,,,2022-03-21 23:01:03,2022-03-21 23:01:04,0.159s,PASSED
"waitForElementClickable(findTestObject(""Bento/Cases_page/Filter/Chemotherapy/Chemotherapy_Ddn""), 5)",Chrome 99.0.4844.74,,,2022-03-21 23:01:04,2022-03-21 23:01:04,0.776s,PASSED
"ctdc.utilities.runtestcaseforKatalon.clickTab(""Bento/Cases_page/Filter/Chemotherapy/Chemotherapy_Ddn"")",Chrome 99.0.4844.74,,,2022-03-21 23:01:04,2022-03-21 23:01:04,0.145s,PASSED
"ctdc.utilities.runtestcaseforKatalon.clickTab(""Object Repository/Bento/Cases_page/Filter/Chemotherapy/None_Chkbx"")",Chrome 99.0.4844.74,,,2022-03-21 23:01:04,2022-03-21 23:01:05,0.265s,PASSED
"ctdc.utilities.runtestcaseforKatalon.clickTab(""Object Repository/Bento/Cases_page/Filter/Chemotherapy/Chemotherapy_Ddn"")",Chrome 99.0.4844.74,,,2022-03-21 23:01:05,2022-03-21 23:01:05,0.357s,PASSED
"ctdc.utilities.runtestcaseforKatalon.readStatBarBento(""Object Repository/Bento/StatBar/Bento_StatBar-Programs"", ""Object Repository/Bento/StatBar/Bento_StatBar-Arms"", ""Object Repository/Bento/StatBar/Bento_StatBar-Cases"", ""Object Repository/Bento/StatBar/Bento_StatBar-Samples"", ""Object Repository/Bento/StatBar/Bento_StatBar-Assays"", ""Object Repository/Bento/StatBar/Bento_StatBar-Files"")",Chrome 99.0.4844.74,,,2022-03-21 23:01:05,2022-03-21 23:01:14,8.546s,PASSED
