Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TrialRun,Chrome 90.0.4430.212,,,2021-05-18 23:44:29,2021-05-18 23:58:52,14m - 22.810s,ERROR
,,,,,,,
Test Cases/Canine_TestCases/StudyCombinations/Study-Combinations-UBC02/TC05_Canine_StudyUBC02-Breed_Diagnosis_PrimDiseaseSite,Chrome 90.0.4430.212,"This test case automates the following work flow:
1. Clicking on the Cases Button in Integrated Canine Data Commons (ICDC) application.
2. Clicking the Study dropdown
3. Selecting the desired Study by selecting the checkbox
4. Comparing the results displayed in UI with the results queried from Neo4j database for the seleted dataset.
",Filter,2021-05-18 23:44:34,2021-05-18 23:48:20,3m - 45.891s,ERROR
Start listener action : getTestScriptName,Chrome 90.0.4430.212,,,2021-05-18 23:44:34,2021-05-18 23:44:34,0.117s,PASSED
closeBrowser(),Chrome 90.0.4430.212,"Opens the browser of choice: Chrome, Firefox or Edge",,2021-05-18 23:44:36,2021-05-18 23:44:37,0.986s,PASSED
"openBrowser("""")",Chrome 90.0.4430.212,,,2021-05-18 23:44:37,2021-05-18 23:44:44,6.570s,PASSED
maximizeWindow(),Chrome 90.0.4430.212,,,2021-05-18 23:44:44,2021-05-18 23:44:44,0.183s,PASSED
"""Driver opened by Katalon is used in Selenium from this step.""",Chrome 90.0.4430.212,,,2021-05-18 23:44:44,2021-05-18 23:44:44,0.001s,PASSED
"ctdc.utilities.runtestcaseforKatalon.RunKatalon(""TC05_Canine_StudyUBC-Breed_Diagnosis_PrimDiseaseSite.xlsx"")",Chrome 90.0.4430.212,"This step takes the Query from input excel and fetches data from Neo4j database. 
Saves the results from neo4j and application in the same name mentioned in the input excel. ",,2021-05-18 23:44:44,2021-05-18 23:45:08,24.353s,PASSED
"waitForElementPresent(findTestObject(""Canine/NavBar/Canine_Cases_Btn""), 10)",Chrome 90.0.4430.212,Clicks on the Cases button in the Navbar of ICDC's homepage.,,2021-05-18 23:45:08,2021-05-18 23:45:19,11.250s,PASSED
"ctdc.utilities.runtestcaseforKatalon.clickTab(""Canine/NavBar/Canine_Cases_Btn"")",Chrome 90.0.4430.212,,,2021-05-18 23:45:19,2021-05-18 23:45:20,0.437s,PASSED
"waitForElementPresent(findTestObject(""Object Repository/Canine/Filter/FilterByCases_Facet""), 10)",Chrome 90.0.4430.212,,,2021-05-18 23:45:20,2021-05-18 23:45:31,11.199s,PASSED
"ctdc.utilities.runtestcaseforKatalon.clickTab(""Object Repository/Canine/Filter/FilterByCases_Facet"")",Chrome 90.0.4430.212,,,2021-05-18 23:45:31,2021-05-18 23:45:32,0.419s,PASSED
"waitForElementPresent(findTestObject(""Object Repository/Canine/Filter/Study/Canine_Filter_Study""), 10)",Chrome 90.0.4430.212,Clicks on the Filter 'Study' from left pane,,2021-05-18 23:45:32,2021-05-18 23:45:43,11.294s,PASSED
"ctdc.utilities.runtestcaseforKatalon.clickTab(""Object Repository/Canine/Filter/Study/Canine_Filter_Study"")",Chrome 90.0.4430.212,,,2021-05-18 23:45:43,2021-05-18 23:45:44,0.753s,PASSED
