Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
ICDC_NewStudy,Chrome 89.0.4389.114,,,2021-04-14 21:39:57,2021-04-15 00:05:57,2h - 25m - 59.612s,ERROR
,,,,,,,
Test Cases/Canine_TestCases/Study/TC04_Canine_Filter_Study-UBC,Chrome 89.0.4389.114,"This test case automates the following work flow:
1. Clicking on the Cases Button in Integrated Canine Data Commons (ICDC) application.
2. Clicking the Study dropdown
3. Selecting the desired Study by selecting the checkbox
4. Comparing the results displayed in UI with the results queried from Neo4j database for the seleted dataset.
",Filter,2021-04-14 21:39:58,2021-04-14 21:54:41,14m - 43.068s,PASSED
"openBrowser("""")",Chrome 89.0.4389.114,"Opens the browser of choice: Chrome, Firefox or Edge",,2021-04-14 21:40:02,2021-04-14 21:40:13,11.130s,PASSED
maximizeWindow(),Chrome 89.0.4389.114,,,2021-04-14 21:40:13,2021-04-14 21:40:13,0.195s,PASSED
"""Driver opened by Katalon is used in Selenium from this step.""",Chrome 89.0.4389.114,,,2021-04-14 21:40:13,2021-04-14 21:40:13,0.002s,PASSED
"ctdc.utilities.runtestcaseforKatalon.RunKatalon(""TC04_Canine_Filter_Study-UBC.xlsx"")",Chrome 89.0.4389.114,"This step takes the Query from input excel and fetches data from Neo4j database. 
Saves the results from neo4j and application in the same name mentioned in the input excel. ",,2021-04-14 21:40:13,2021-04-14 21:40:59,45.491s,PASSED
"waitForElementPresent(findTestObject(""Canine/NavBar/Canine_Cases_Btn""), 5)",Chrome 89.0.4389.114,Clicks on the Cases button in the Navbar of ICDC's homepage.,,2021-04-14 21:40:59,2021-04-14 21:41:05,6.571s,PASSED
"ctdc.utilities.runtestcaseforKatalon.clickTab(""Canine/NavBar/Canine_Cases_Btn"")",Chrome 89.0.4389.114,,,2021-04-14 21:41:05,2021-04-14 21:41:06,0.602s,PASSED
"waitForElementPresent(findTestObject(""Object Repository/Canine/Filter/FilterByCases_Facet""), 5)",Chrome 89.0.4389.114,,,2021-04-14 21:41:06,2021-04-14 21:41:12,6.222s,PASSED
"ctdc.utilities.runtestcaseforKatalon.clickTab(""Object Repository/Canine/Filter/FilterByCases_Facet"")",Chrome 89.0.4389.114,,,2021-04-14 21:41:12,2021-04-14 21:41:13,0.716s,PASSED
"waitForElementPresent(findTestObject(""Object Repository/Canine/Filter/Study/Canine_Filter_Study""), 5)",Chrome 89.0.4389.114,Clicks on the Filter 'Study' from left pane,,2021-04-14 21:41:13,2021-04-14 21:41:20,6.485s,PASSED
"ctdc.utilities.runtestcaseforKatalon.clickTab(""Object Repository/Canine/Filter/Study/Canine_Filter_Study"")",Chrome 89.0.4389.114,,,2021-04-14 21:41:20,2021-04-14 21:41:21,1.026s,PASSED
"ctdc.utilities.runtestcaseforKatalon.clickTab(""Object Repository/Canine/Filter/Study/Canine_Filter_Study-UBC_Chkbx"")",Chrome 89.0.4389.114,Selects the specific check box from 'Study' filter.,,2021-04-14 21:41:21,2021-04-14 21:41:21,0.799s,PASSED
"ctdc.utilities.runtestcaseforKatalon.readStatBarCanine(""Object Repository/Canine/StatBar/Canine_StatBar-Studies"", ""Object Repository/Canine/StatBar/Canine_StatBar-Cases"", ""Object Repository/Canine/StatBar/Canine_StatBar-Samples"", ""Object Repository/Canine/StatBar/Canine_StatBar-Files"", ""Object Repository/Canine/StatBar/Canine_StatBar-Aliquots"")",Chrome 89.0.4389.114,,,2021-04-14 21:41:21,2021-04-14 21:41:38,16.232s,PASSED
"waitForElementPresent(findTestObject(""Object Repository/Canine/CanineResults_Cases_Tab""), 5)",Chrome 89.0.4389.114,,,2021-04-14 21:41:38,2021-04-14 21:41:45,7.057s,PASSED
"ctdc.utilities.runtestcaseforKatalon.clickTab(""Object Repository/Canine/CanineResults_Cases_Tab"")",Chrome 89.0.4389.114,,,2021-04-14 21:41:45,2021-04-14 21:41:46,1.409s,PASSED
"ctdc.utilities.runtestcaseforKatalon.multiFunction(""ICDC"", G_StatBar_Cases, ""Object Repository/Canine/Canine_CasesTable"", ""Object Repository/Canine/Canine_TableHeader"", ""Object Repository/Canine/Canine_CasesTabNextBtn"", G_WebTabnameCases, G_CypherTabnameCases, G_QueryCasesTab)",Chrome 89.0.4389.114,,,2021-04-14 21:41:46,2021-04-14 21:43:41,1m - 54.855s,PASSED
"waitForElementPresent(findTestObject(""Object Repository/Canine/CanineResults_Samples_Tab""), 5)",Chrome 89.0.4389.114,,,2021-04-14 21:43:41,2021-04-14 21:43:47,6.544s,PASSED
"ctdc.utilities.runtestcaseforKatalon.clickTab(""Object Repository/Canine/CanineResults_Samples_Tab"")",Chrome 89.0.4389.114,,,2021-04-14 21:43:47,2021-04-14 21:43:49,1.131s,PASSED
"ctdc.utilities.runtestcaseforKatalon.multiFunction(""ICDC"", G_StatBar_Samples, ""Object Repository/Canine/Canine_Samples_Table"", ""Object Repository/Canine/Canine_Samples_TableHdr"", ""Object Repository/Canine/Canine_SamplesTabNextBtn"", G_WebTabnameSamples, G_CypherTabnameSamples, G_QuerySamplesTab)",Chrome 89.0.4389.114,,,2021-04-14 21:43:49,2021-04-14 21:47:44,3m - 55.474s,PASSED
"waitForElementPresent(findTestObject(""Object Repository/Canine/CanineResults_Files_Tab""), 5)",Chrome 89.0.4389.114,,,2021-04-14 21:47:44,2021-04-14 21:47:51,7.224s,PASSED
"ctdc.utilities.runtestcaseforKatalon.clickTab(""Object Repository/Canine/CanineResults_Files_Tab"")",Chrome 89.0.4389.114,,,2021-04-14 21:47:51,2021-04-14 21:47:53,1.274s,PASSED
"ctdc.utilities.runtestcaseforKatalon.multiFunction(""ICDC"", G_StatBar_Files, ""Object Repository/Canine/Canine_Files_Table"", ""Object Repository/Canine/Canine_Files_TableHdr"", ""Object Repository/Canine/Canine_FilesTabNextBtn"", G_WebTabnameFiles, G_CypherTabnameFiles, G_QueryFilesTab)",Chrome 89.0.4389.114,,,2021-04-14 21:47:53,2021-04-14 21:54:39,6m - 46.692s,PASSED
closeBrowser(),Chrome 89.0.4389.114,,,2021-04-14 21:54:39,2021-04-14 21:54:41,2.084s,PASSED
,,,,,,,
Test Cases/Canine_TestCases/Study-Combinations/TC01_Canine_StudyUBC-Breed_Diagnosis_PrimDiseaseSite,Chrome 89.0.4389.114,"This test case automates the following work flow:
1. Clicking on the Cases Button in Integrated Canine Data Commons (ICDC) application.
2. Clicking the Study dropdown
3. Selecting the desired Study by selecting the checkbox
4. Comparing the results displayed in UI with the results queried from Neo4j database for the seleted dataset.
",Filter,2021-04-14 21:54:42,2021-04-14 22:04:20,9m - 38.082s,PASSED
"openBrowser("""")",Chrome 89.0.4389.114,"Opens the browser of choice: Chrome, Firefox or Edge",,2021-04-14 21:54:44,2021-04-14 21:54:49,4.541s,PASSED
maximizeWindow(),Chrome 89.0.4389.114,,,2021-04-14 21:54:49,2021-04-14 21:54:49,0.211s,PASSED
