Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Newly added and fixed TCS Sofi,Chrome 100.0.4896.60,,,2022-04-07 18:20:40,2022-04-07 18:33:22,12m - 42.462s,PASSED
,,,,,,,
Test Cases/Canine_TestCases/StudyCombinations/Study-Combinations-OSA01/TC05_Canine_StudyOSA01-StudyType_Sex_SampSite_SampPathology,Chrome 100.0.4896.60,"This test case automates the following work flow:
1. Clicking on the Cases Button in Integrated Canine Data Commons (ICDC) application.
2. Clicking the Study dropdown
3. Selecting the desired Study by selecting the checkbox
4. Comparing the results displayed in UI with the results queried from Neo4j database for the seleted dataset.
",Filter,2022-04-07 18:20:41,2022-04-07 18:22:59,2m - 18.388s,PASSED
Start listener action : getTestScriptName,Chrome 100.0.4896.60,,,2022-04-07 18:20:41,2022-04-07 18:20:41,0.032s,PASSED
"""Opens the browser of choice: Chrome, Firefox or Edge""",Chrome 100.0.4896.60,,,2022-04-07 18:20:41,2022-04-07 18:20:41,0.001s,PASSED
"""Driver opened by Katalon is used in Selenium from this step.""",Chrome 100.0.4896.60,,,2022-04-07 18:20:41,2022-04-07 18:20:41,0.001s,PASSED
"ctdc.utilities.runtestcaseforKatalon.RunKatalon(""TC05_Canine_StudyOSA01-StudyType_Sex_SampSite_SampPathology.xlsx"")",Chrome 100.0.4896.60,"This step takes the Query from input excel and fetches data from Neo4j database. 
Saves the results from neo4j and application in the same name mentioned in the input excel. ",,2022-04-07 18:20:41,2022-04-07 18:20:54,12.542s,PASSED
"waitForElementPresent(findTestObject(""Canine/NavBar/Canine_Cases_Btn""), 20)",Chrome 100.0.4896.60,"Clicks on the ""Continue"" button in ICDC's homepage.",,2022-04-07 18:20:54,2022-04-07 18:20:54,0.352s,PASSED
"ctdc.utilities.runtestcaseforKatalon.clickTab(""Object Repository/Canine/Canine_PopUp_Continue_Btn"")",Chrome 100.0.4896.60,,,2022-04-07 18:20:54,2022-04-07 18:20:54,0.159s,PASSED
"out.println(""Closed the popup window"")",Chrome 100.0.4896.60,,,2022-04-07 18:20:54,2022-04-07 18:20:54,0.000s,PASSED
"waitForElementPresent(findTestObject(""Canine/NavBar/Canine_Cases_Btn""), 20)",Chrome 100.0.4896.60,Clicks on the Explore button in the Navbar of ICDC's homepage.,,2022-04-07 18:20:54,2022-04-07 18:20:54,0.087s,PASSED
"ctdc.utilities.runtestcaseforKatalon.clickTab(""Canine/NavBar/Canine_Cases_Btn"")",Chrome 100.0.4896.60,,,2022-04-07 18:20:54,2022-04-07 18:20:54,0.148s,PASSED
"waitForElementPresent(findTestObject(""Object Repository/Canine/Filter/Study/Canine_Filter_Study""), 30)",Chrome 100.0.4896.60,Clicks on the Filter 'Study' from left pane,,2022-04-07 18:20:54,2022-04-07 18:20:55,0.666s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Canine/Filter/Study/Canine_Filter_Study""), 5)",Chrome 100.0.4896.60,,,2022-04-07 18:20:55,2022-04-07 18:20:55,0.218s,PASSED
"ctdc.utilities.runtestcaseforKatalon.clickTab(""Object Repository/Canine/Filter/Study/Canine_Filter_Study"")",Chrome 100.0.4896.60,,,2022-04-07 18:20:55,2022-04-07 18:20:55,0.152s,PASSED
"waitForElementPresent(findTestObject(""Object Repository/Canine/Filter/Study/Canine_Filter_Study-OSA01_Chkbx""), 30)",Chrome 100.0.4896.60,Selects the specific check box from 'Study' filter.,,2022-04-07 18:20:55,2022-04-07 18:20:56,0.219s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Canine/Filter/Study/Canine_Filter_Study-OSA01_Chkbx""), 5)",Chrome 100.0.4896.60,,,2022-04-07 18:20:56,2022-04-07 18:20:56,0.204s,PASSED
"ctdc.utilities.runtestcaseforKatalon.clickTab(""Object Repository/Canine/Filter/Study/Canine_Filter_Study-OSA01_Chkbx"")",Chrome 100.0.4896.60,,,2022-04-07 18:20:56,2022-04-07 18:20:56,0.218s,PASSED
Thread.sleep(2000),Chrome 100.0.4896.60,,,2022-04-07 18:20:56,2022-04-07 18:20:58,2.002s,PASSED
"waitForElementPresent(findTestObject(""Object Repository/Canine/Filter/StudyType/StudyType_Ddn""), 30)",Chrome 100.0.4896.60,Selects the 'Study Type ' filter.,,2022-04-07 18:20:58,2022-04-07 18:20:58,0.105s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Canine/Filter/StudyType/StudyType_Ddn""), 5)",Chrome 100.0.4896.60,,,2022-04-07 18:20:58,2022-04-07 18:20:58,0.095s,PASSED
"ctdc.utilities.runtestcaseforKatalon.clickTabCanineStat(""Object Repository/Canine/Filter/StudyType/StudyType_Ddn"")",Chrome 100.0.4896.60,,,2022-04-07 18:20:58,2022-04-07 18:20:59,1.262s,PASSED
Thread.sleep(2000),Chrome 100.0.4896.60,Selects the specific check box from 'Study type' filter.,,2022-04-07 18:20:59,2022-04-07 18:21:01,2.004s,PASSED
