Study Code,Case ID,File Name,File ID,Md5sum,User Comments
D,BENTO-CASE-12,P85916_OncotypeDXqRTPCR.txt,BENTO-FILE-45,2c815dc0cfd68b3abebb7758440395e2,
D,BENTO-CASE-12,P85916_OncotypeDXqRTPCR.run,BENTO-FILE-46,168149932f5647bf93297e732a2cdda4
D,BENTO-CASE-12,O29374_OncotypeDXqRTPCR.txt,BENTO-FILE-47,56ffe986a2278f4667becc8e133d8aa1
D,BENTO-CASE-12,O29374_OncotypeDXqRTPCR.run,BENTO-FILE-48,997ae31d585179fddbd06f588eced3ef
C,BENTO-CASE-246,A40156_OncotypeDXqRTPCR.txt,BENTO-FILE-981,0a16233d5c06b683e3899c71fdef197f
C,BENTO-CASE-246,A40156_OncotypeDXqRTPCR.run,BENTO-FILE-982,b7171dc5501674eab07fb7a2b294438f
C,BENTO-CASE-246,P59716_OncotypeDXqRTPCR.txt,BENTO-FILE-983,51c04f1b1e696b4e09858ba6cbf835d1
C,BENTO-CASE-246,P59716_OncotypeDXqRTPCR.run,BENTO-FILE-984,caecfa8963636b578c6cb5c65105f4a9
D,BENTO-CASE-2276,V31245_OncotypeDXqRTPCR.txt,BENTO-FILE-9101,0551b7184fcfb5f21069547f6a60e80c
D,BENTO-CASE-2276,V31245_OncotypeDXqRTPCR.run,BENTO-FILE-9102,969e1d2b141679f235e30fee6fbe8bf0
D,BENTO-CASE-2276,B20588_OncotypeDXqRTPCR.txt,BENTO-FILE-9103,c7d9d2a542638406053e3e22a8c14b1e
D,BENTO-CASE-2276,B20588_OncotypeDXqRTPCR.run,BENTO-FILE-9104,afc9c250ff87280bd86df7d6747f5b56
D,BENTO-CASE-2562,U27632_OncotypeDXqRTPCR.txt,BENTO-FILE-10245,e05325d3854dd741929aa8c587cda4fa
D,BENTO-CASE-2562,U27632_OncotypeDXqRTPCR.run,BENTO-FILE-10246,4d1bde0101c3e6999cbf0686787636be
D,BENTO-CASE-2562,Z72241_OncotypeDXqRTPCR.txt,BENTO-FILE-10247,fac8d860a808ac8764b5b59d55448d55
D,BENTO-CASE-2562,Z72241_OncotypeDXqRTPCR.run,BENTO-FILE-10248,7596f48b8a68edcc48478a1d76797499
A,BENTO-CASE-2745,L89916_OncotypeDXqRTPCR.txt,BENTO-FILE-10977,7cdb47f62b3f5271d99a12d82f97412e
A,BENTO-CASE-2745,L89916_OncotypeDXqRTPCR.run,BENTO-FILE-10978,1b1a9c01dafc2ac668946019c02cdd69
A,BENTO-CASE-2745,W91538_OncotypeDXqRTPCR.txt,BENTO-FILE-10979,9970fd22160efe463f1c876c2c62ddb7
A,BENTO-CASE-2745,W91538_OncotypeDXqRTPCR.run,BENTO-FILE-10980,53487b03d1ce7a75f0551c5b5025bf89
D,BENTO-CASE-3110,E57529_OncotypeDXqRTPCR.txt,BENTO-FILE-12437,c32b11a6b9a6ad25217c0bd26b523ac9
D,BENTO-CASE-3110,E57529_OncotypeDXqRTPCR.run,BENTO-FILE-12438,4f1e6973c61485f3bebd6f99218de55a
D,BENTO-CASE-3110,P18916_OncotypeDXqRTPCR.txt,BENTO-FILE-12439,874ddc324d59b4d145cca16d4d795db9
D,BENTO-CASE-3110,P18916_OncotypeDXqRTPCR.run,BENTO-FILE-12440,b1106ee59bf5ce1dbeb02ed4b1048c60
B,BENTO-CASE-4115,H04195_OncotypeDXqRTPCR.txt,BENTO-FILE-16457,ef90ff030de9960c69d3ad712831b88b
B,BENTO-CASE-4115,H04195_OncotypeDXqRTPCR.run,BENTO-FILE-16458,a3c41b163f28b016beef859a44b7eec0
B,BENTO-CASE-4115,T17170_OncotypeDXqRTPCR.txt,BENTO-FILE-16459,203ff678bfb2905b2a27cdc168120dcf
B,BENTO-CASE-4115,T17170_OncotypeDXqRTPCR.run,BENTO-FILE-16460,943522d59d5793b38462c60747bf6457
D,BENTO-CASE-5065,E93551_OncotypeDXqRTPCR.txt,BENTO-FILE-20257,8979cf2c578c28a00e976b422d0a2baa
D,BENTO-CASE-5065,E93551_OncotypeDXqRTPCR.run,BENTO-FILE-20258,403132ba367cc01d43955379e46ad97b
D,BENTO-CASE-5065,C85860_OncotypeDXqRTPCR.txt,BENTO-FILE-20259,ec3b49793a6baff1e3bdfb0439ad4dd2
D,BENTO-CASE-5065,C85860_OncotypeDXqRTPCR.run,BENTO-FILE-20260,4b8f4de291ae8c441cb77a6d1545b810
A,BENTO-CASE-5493,O13508_OncotypeDXqRTPCR.txt,BENTO-FILE-21969,07b802f420df1560743e903fc459314a
A,BENTO-CASE-5493,O13508_OncotypeDXqRTPCR.run,BENTO-FILE-21970,27d2c9f5365ef78683d3faf8c34e563b
A,BENTO-CASE-5493,K28324_OncotypeDXqRTPCR.txt,BENTO-FILE-21971,1f355d74dbb5243a62891ebb53b6c1eb
A,BENTO-CASE-5493,K28324_OncotypeDXqRTPCR.run,BENTO-FILE-21972,55b8bf9b0517c375c3e407d4016256ba
D,BENTO-CASE-5996,M41129_OncotypeDXqRTPCR.txt,BENTO-FILE-23981,59a4993e40cc698e1d9fee1d47adcb28
D,BENTO-CASE-5996,M41129_OncotypeDXqRTPCR.run,BENTO-FILE-23982,6fd48740dca7530642e4cbc1f1c4635c
D,BENTO-CASE-5996,A30717_OncotypeDXqRTPCR.txt,BENTO-FILE-23983,4b0ed720ac678bc4467a84e4f58abafe
D,BENTO-CASE-5996,A30717_OncotypeDXqRTPCR.run,BENTO-FILE-23984,37cb44daacf2eb58caa647e374035e2a
